epoch,loss,regularization_loss,r1,a1_1,a1_2,a1_3,r2,a2_1,a2_2,a2_3,r3,a3_1,a3_2,a3_3
1.0,12147.219946635445,1.1839402550413514,missing,-2.1279696823573624,-0.9332562782685491,-3.72577954417671,missing,-0.2645932765565514,-2.438942773951496,-0.15581476552231655,missing,-0.4133581488322204,-1.056952093393273,-0.25083762373134694
2.0,12146.235976811025,1.1838424822891687,missing,-2.127869682357362,-0.9333562782685491,-3.7258795441767103,missing,-0.2644932765565514,-2.438842773951496,-0.15591476552231653,missing,-0.4132581488322204,-1.057052093393273,-0.25073762373134695
3.0,12145.252149231372,1.1837447230618132,missing,-2.127769683965822,-0.9334562768585458,-3.725979544452682,missing,-0.2643932777941591,-2.4387427749793824,-0.15601476417057225,missing,-0.41315815548583645,-1.0571520913620536,-0.25063762523327315
4.0,12144.26844877509,1.1836469761832888,missing,-2.1276696880755357,-0.9335562732632731,-3.7260795450116393,missing,-0.26429328098818533,-2.4386427776436683,-0.15611476059721266,missing,-0.4130581724451589,-1.057252086020768,-0.25053762917457
5.0,12143.284908560938,1.1835492450311467,missing,-2.127569695549009,-0.9336562667257422,-3.7261795458278053,missing,-0.2641932868516896,-2.438542782549419,-0.15621475393480777,missing,-0.4129582032012208,-1.0573520760910942,-0.2504376364939586
6.0,12142.301506838545,1.1834515274363009,missing,-2.127469707161565,-0.9337562565604176,-3.7262795469035415,missing,-0.26409329605411513,-2.4384427902678585,-0.15631474334995385,missing,-0.4128582511713656,-1.0574520603364368,-0.25033764809182557
7.0,12141.318241933492,1.183353823199311,missing,-2.1273697235578206,-0.9338562422175708,-3.726379548273453,missing,-0.2639933091844201,-2.438342801305625,-0.1564147280664556,missing,-0.41275831961892384,-1.0575520375970107,-0.2502376647967197
8.0,12140.335125898506,1.183256133493809,missing,-2.1272697452212026,-0.9339562233257908,-3.7264795499893295,missing,-0.26389332672626453,-2.4382428160841765,-0.15651470737852388,missing,-0.41265841154054456,-1.0576520068127155,-0.2501376873435592
9.0,12139.352164220123,1.1831584588364756,missing,-2.127169772495309,-0.9340561996719353,-3.726579552065576,missing,-0.26379334907256713,-2.438142834951558,-0.15661468063536532,missing,-0.41255852952632266,-1.0577519670064948,-0.25003771638958355
10.0,12138.369353375709,1.1830607988612902,missing,-2.127069805625883,-0.9341561711565883,-3.7266795544078932,missing,-0.26369337655540986,-2.438042858206951,-0.15671464721423725,missing,-0.4124586756067733,-1.057851917252093,-0.24993775254510528
11.0,12137.386690122903,1.1829631532575748,missing,-2.1269698448092385,-0.9342561377448685,-3.7267795567500857,missing,-0.26359340947933657,-2.437942886127703,-0.1568146064926934,missing,-0.41235885113470727,-1.0579518566393213,-0.2498377964066172
12.0,12136.404177606737,1.1828655223692333,missing,-2.1268698902436878,-0.9343560994152207,-3.7268795586098613,missing,-0.2634934481558704,-2.4378429189969903,-0.15691455782300828,missing,-0.4122590567296279,-1.058051784239952,-0.24973784858939663
13.0,12135.421821155482,1.1827679067688412,missing,-2.1267699421709954,-0.9344560561133489,-3.7269795592745476,missing,-0.26339349293203834,-2.43774295712676,-0.15701450051430615,missing,-0.4121592923016744,-1.0581516990822193,-0.24963790975220684
14.0,12134.439623537031,1.1826703067762043,missing,-2.126670000903735,-0.934556007713352,-3.7270795578195357,missing,-0.2632935442104814,-2.4376430008741776,-0.15711443382397097,missing,-0.4120595571597401,-1.058251600136473,-0.24953798061193794
15.0,12133.457584146601,1.1825727223648193,missing,-2.126570066839351,-0.9346559539875204,-3.727179553149202,missing,-0.2631936024614407,-2.4375430506517417,-0.15721435695672492,missing,-0.41195985017135883,-1.0583514863104695,-0.24943806194950716
16.0,12132.475702251926,1.182475153478186,missing,-2.1264701404582746,-0.9347558945899447,-3.7272795440490483,missing,-0.26309366822467983,-2.4374431069295004,-0.15731426907096288,missing,-0.4118601699323847,-1.0584513564547218,-0.24933815460622866
17.0,12131.493979692963,1.1823776002970172,missing,-2.1263702223060252,-0.9348558290565431,-3.727379529239104,missing,-0.2629937421008834,-2.437343170229007,-0.15741416929116217,missing,-0.4117605149143463,-1.058551209377043,-0.24923825947119832
18.0,12130.512419817444,1.1822800631360486,missing,-2.126270312962935,-0.934955756820585,-3.7274795074194356,missing,-0.2628938247345925,-2.437243241110561,-0.15751405672384539,missing,-0.4116608835659057,-1.0586510438630752,-0.2491383774626304
19.0,12129.531025104972,1.1821825422180494,missing,-2.1261704130068986,-0.9350556772401423,-3.7275794773034567,missing,-0.2627939167918841,-2.4371433201561468,-0.15761393047472486,missing,-0.41156127436254786,-1.0587508586993848,-0.2490385095063601
20.0,12128.549796235635,1.182085037593514,missing,-2.1260705229769936,-0.935155589630563,-3.72767943764077,missing,-0.26269401893724664,-2.4370434079514562,-0.1577137896648379,missing,-0.411461685822205,-1.0588506526956434,-0.2489386565149506
21.0,12127.568733294018,1.181987549267819,missing,-2.1259706433448846,-0.9352554932952866,-3.7277793872336593,missing,-0.26259413181363894,-2.4369435050699892,-0.15781363344405622,missing,-0.4113621165107991,-1.0589504247030765,-0.24883881937028185
22.0,12126.587837416779,1.1818900773674357,missing,-2.125870774495316,-0.9353553875526537,-3.7278793249528936,missing,-0.2624942560266769,-2.436843612059909,-0.15791346100230222,missing,-0.4112625650571894,-1.0590501736291373,-0.24873899890977264
23.0,12125.607110791698,1.1817926221368673,missing,-2.1257709167128933,-0.9354552717593543,-3.727979249759102,missing,-0.26239439213159504,-2.4367437294326306,-0.15801327158020506,missing,-0.4111630301927644,-1.0591498984505197,-0.24863919591419079
24.0,12124.626555377617,1.1816951838036163,missing,-2.12567107017129,-0.9355551453323069,-3.7280791607325074,missing,-0.2622945406210592,-2.4366438576517506,-0.1581130644807186,missing,-0.4110635108188074,-1.0592495982267187,-0.2485394110948573
25.0,12123.64617199638,1.1815977624802467,missing,-2.12557123492165,-0.9356550077707544,-3.728179057108238,missing,-0.2621947019124311,-2.4365439971213814,-0.15821283908204972,missing,-0.41096400608858824,-1.0593492721150972,-0.2484396450792488
26.0,12122.66596072679,1.1815003581990688,missing,-2.125471410879851,-0.9357548586778536,-3.7282789383109516,missing,-0.2620948763348821,-2.4364441481744485,-0.15831259485064672,missing,-0.41086451548566383,-1.0594489193863514,-0.24833989839601525
